Messstellennummer,Bezirk,Auspraegung,Grundwasserleiter,Datum,Parameterwert,Einheit,Ganglinie,Klassifikation,stammdaten_link
7081,Neukölln,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),09.12.2021,11.6,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7081
7084,Neukölln,GW-Stand + GW-Güte 5,Elsterzeitl. GW-Leiter (GWL 3),07.12.2021,12,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7084
7086,Neukölln,GW-Güte 1,Hauptgrundwasserleiter (GWL 1.3 + 2),30.11.2021,12.7,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7086
7098,Neukölln,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),08.11.2021,11.6,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7098
7108,Tempelhof-Schöneberg,GW-Güte 1,Hauptgrundwasserleiter (GWL 1.3 + 2),11.11.2021,12.9,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7108
7109,Tempelhof-Schöneberg,GW-Stand + GW-Güte 5,Elsterzeitl. GW-Leiter (GWL 3),11.11.2021,12.1,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7109
7111,Tempelhof-Schöneberg,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),11.11.2021,12.5,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7111
7121,Tempelhof-Schöneberg,GW-Güte 1,Hauptgrundwasserleiter (GWL 1.3 + 2),08.03.2018,11.3,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7121
7123,Tempelhof-Schöneberg,GW-Güte 1,Elsterzeitl. GW-Leiter (GWL 3),08.03.2018,11.3,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7123
7124,Tempelhof-Schöneberg,GW-Güte 1,Elsterzeitl. GW-Leiter (GWL 3),08.03.2018,12.5,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7124
7132,Tempelhof-Schöneberg,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),08.12.2021,11.8,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7132
7136,Tempelhof-Schöneberg,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),08.11.2021,10.8,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7136
7137,Tempelhof-Schöneberg,GW-Stand + GW-Güte 5,Elsterzeitl. GW-Leiter (GWL 3),08.11.2021,10.8,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7137
7144,Tempelhof-Schöneberg,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),08.11.2021,10.9,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7144
7161,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Elsterzeitl. GW-Leiter (GWL 3),09.12.2021,11.6,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7161
7165,Steglitz-Zehlendorf,GW-Güte 1,Elsterzeitl. GW-Leiter (GWL 3),09.12.2021,10.3,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7165
7168,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Elsterzeitl. GW-Leiter (GWL 3),02.12.2021,12,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7168
7171,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),08.12.2021,11.2,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7171
7172,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Elsterzeitl. GW-Leiter (GWL 3),08.12.2021,11.2,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7172
7173,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Tertiäre GW-Leiter (GWL 4),08.12.2021,12.9,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7173
7176,Steglitz-Zehlendorf,GW-Güte 1,Elsterzeitl. GW-Leiter (GWL 3),23.11.2021,12.7,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7176
7180,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Elsterzeitl. GW-Leiter (GWL 3),02.12.2021,12.4,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7180
7195,Charlottenburg-Wilmersdorf,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),09.11.2021,10.8,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7195
7206,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),16.11.2021,12.1,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7206
7207,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Elsterzeitl. GW-Leiter (GWL 3),16.11.2021,11.6,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7207
7209,Steglitz-Zehlendorf,GW-Güte 1,Tertiäre GW-Leiter (GWL 4),16.11.2021,12,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7209
7210,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Elsterzeitl. GW-Leiter (GWL 3),16.11.2021,13.2,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7210
7215,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Elsterzeitl. GW-Leiter (GWL 3),21.10.2021,11.4,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7215
7218,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Tertiäre GW-Leiter (GWL 4),10.11.2017,12.8,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7218
7219,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),18.11.2021,12.1,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7219
7229,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Elsterzeitl. GW-Leiter (GWL 3),21.10.2021,13.2,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7229
7237,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),18.11.2021,11.2,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7237
7248,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),23.11.2021,11.3,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7248
7250,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),23.11.2021,11,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7250
7255,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),23.11.2021,10.6,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7255
7257,Steglitz-Zehlendorf,GW-Güte 1,Elsterzeitl. GW-Leiter (GWL 3),23.11.2021,11.2,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7257
7258,Steglitz-Zehlendorf,GW-Güte 1,Elsterzeitl. GW-Leiter (GWL 3),23.11.2021,13.5,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7258
7259,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Elsterzeitl. GW-Leiter (GWL 3),21.10.2021,11.3,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7259
7264,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),21.10.2021,11.2,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7264
7268,Steglitz-Zehlendorf,GW-Güte 1,Elsterzeitl. GW-Leiter (GWL 3),21.10.2021,11.6,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7268
7285,Steglitz-Zehlendorf,GW-Güte 1,Hauptgrundwasserleiter (GWL 1.3 + 2),18.11.2021,10.6,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7285
7286,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),18.11.2021,10.7,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7286
7290,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),28.09.2021,10.5,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7290
7291,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),28.09.2021,10.6,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7291
7292,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),28.09.2021,12.8,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7292
7295,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Elsterzeitl. GW-Leiter (GWL 3),28.09.2021,12.1,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7295
7298,Steglitz-Zehlendorf,GW-Güte 1,Hauptgrundwasserleiter (GWL 1.3 + 2),23.11.2021,11,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7298
7301,Steglitz-Zehlendorf,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),28.09.2021,11.9,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=7301
8469,Friedrichshain-Kreuzberg,"GW-Stand, tagesaktuell + GW-Güte 3",Hauptgrundwasserleiter (GWL 1.3 + 2),06.12.2021,12.6,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=8469
8472,Mitte,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),19.10.2021,15.7,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=8472
8949,Mitte,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),03.04.2017,14.9,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=8949
8950,Mitte,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),19.10.2021,13.9,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=8950
8957,Mitte,GW-Güte 1,Hauptgrundwasserleiter (GWL 1.3 + 2),13.04.2015,15.8,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=8957
8964,Treptow-Köpenick,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),08.11.2021,11.2,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=8964
9092,Mitte,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),27.09.2017,14.1,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=9092
9401,Treptow-Köpenick,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),01.11.2021,13.7,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=9401
10421,Treptow-Köpenick,"GW-Stand, tagesaktuell + GW-Güte 3",Hauptgrundwasserleiter (GWL 1.3 + 2),30.11.2021,11.1,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=10421
10790,Treptow-Köpenick,GW-Güte 1,Hauptgrundwasserleiter (GWL 1.3 + 2),27.09.2021,11.2,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=10790
15000,Pankow,GW-Güte 1,Panketalgrundwasserleiter (GWL 1.2),29.09.2021,11.5,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=15000
15001,Pankow,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),13.10.2021,11.4,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=15001
15049,Lichtenberg,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),14.10.2021,12.2,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=15049
15065,Treptow-Köpenick,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),08.11.2021,11.3,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=15065
15101,Lichtenberg,"GW-Stand, tagesaktuell + GW-Güte 3",Hauptgrundwasserleiter (GWL 1.3 + 2),14.10.2021,11.7,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=15101
15109,Lichtenberg,GW-Güte 1,Hauptgrundwasserleiter (GWL 1.3 + 2),11.10.2021,11.6,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=15109
15147,Treptow-Köpenick,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),27.09.2021,12.8,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=15147
15150,Pankow,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),24.11.2021,11.2,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=15150
15152,Treptow-Köpenick,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),04.10.2021,11.1,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=15152
15153,Treptow-Köpenick,GW-Stand + GW-Güte 5,Elsterzeitl. GW-Leiter (GWL 3),04.10.2021,11.3,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=15153
15156,Pankow,GW-Stand + GW-Güte 5,Panketalgrundwasserleiter (GWL 1.2),29.09.2021,11,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=15156
15160,Treptow-Köpenick,"GW-Stand, tagesaktuell + GW-Güte 3",Elsterzeitl. GW-Leiter (GWL 3),24.10.2018,11.2,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=15160
15162,Treptow-Köpenick,"GW-Stand, tagesaktuell + GW-Güte 3",Elsterzeitl. GW-Leiter (GWL 3),24.10.2018,11.7,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=15162
15163,Treptow-Köpenick,"GW-Stand, tagesaktuell + GW-Güte 3",Hauptgrundwasserleiter (GWL 1.3 + 2),04.10.2021,10.3,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=15163
15174,Treptow-Köpenick,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),07.10.2019,14.8,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=15174
17303,Treptow-Köpenick,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),27.09.2021,10.8,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=17303
17304,Treptow-Köpenick,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),27.09.2021,10.9,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=17304
17306,Lichtenberg,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),05.10.2021,10.6,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=17306
17309,Friedrichshain-Kreuzberg,GW-Güte 1,Hauptgrundwasserleiter (GWL 1.3 + 2),01.11.2021,12.7,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=17309
23701,Pankow,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),24.11.2021,11.8,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=23701
23703,Pankow,GW-Stand + GW-Güte 5,Panketalgrundwasserleiter (GWL 1.2),18.07.2018,9.7,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=23703
23704,Pankow,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),18.07.2018,10.6,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=23704
23750,Pankow,GW-Stand + GW-Güte 5,Panketalgrundwasserleiter (GWL 1.2),07.12.2021,12.8,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=23750
95580,Marzahn-Hellersdorf,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),20.10.2021,10.5,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=95580
97766,Mitte,GW-Stand + GW-Güte 5,Hauptgrundwasserleiter (GWL 1.3 + 2),19.10.2021,13.6,grd C,NA,keine,https://wasserportal.berlin.de/station.php?anzeige=i&stable=gws&sstation=97766
